epoch,step,test/pr/rmse,test/pr/time_mean_rmse,test/pr/time_std_mae,test/tas/rmse,test/tas/time_mean_rmse,test/tas/time_std_mae,train/loss,val/loss,val/pr/rmse,val/pr/time_mean_rmse,val/pr/time_std_mae,val/tas/rmse,val/tas/time_mean_rmse,val/tas/time_std_mae
0,42,,,,,,,,0.7152367234230042,2.847926378250122,1.0291223526000977,1.6514328718185425,5.4831767082214355,4.089655876159668,1.3221691846847534
0,42,,,,,,,0.8804004192352295,,,,,,,
1,85,,,,,,,,0.6383723616600037,2.725524663925171,0.8355612754821777,1.5049275159835815,4.4989914894104,2.9108543395996094,1.1827313899993896
1,85,,,,,,,0.6053560972213745,,,,,,,
2,128,,,,,,,,0.6012207865715027,2.6636767387390137,0.7936297655105591,1.417690634727478,3.985807180404663,2.163926362991333,1.1592434644699097
2,128,,,,,,,0.5505310297012329,,,,,,,
3,171,,,,,,,,0.629581093788147,2.750276803970337,0.9944523572921753,1.4443413019180298,3.7437658309936523,1.7687859535217285,1.179330587387085
3,171,,,,,,,0.5279601216316223,,,,,,,
4,214,,,,,,,,0.6331080794334412,2.756087064743042,1.0518828630447388,1.3704309463500977,3.8560807704925537,1.98893404006958,1.1390000581741333
4,214,,,,,,,0.5054103136062622,,,,,,,
5,257,,,,,,,,0.44202515482902527,2.2311675548553467,0.5148197412490845,1.04976224899292,3.985739231109619,2.1406617164611816,1.4735349416732788
5,257,,,,,,,0.4454866051673889,,,,,,,
6,300,,,,,,,,0.3934206962585449,2.132023572921753,0.528332531452179,0.88572096824646,3.114780902862549,1.6648151874542236,0.7521449327468872
6,300,,,,,,,0.3813188374042511,,,,,,,
7,343,,,,,,,,0.37405523657798767,2.059924602508545,0.40141990780830383,0.8766703605651855,3.087193727493286,1.7490240335464478,0.743704617023468
7,343,,,,,,,0.34920361638069153,,,,,,,
8,386,,,,,,,,0.34576281905174255,2.0197458267211914,0.3973633348941803,0.8111658096313477,2.544503927230835,1.333524227142334,0.6915473937988281
8,386,,,,,,,0.338307648897171,,,,,,,
9,429,,,,,,,,0.35762959718704224,2.054136037826538,0.4516395628452301,0.8748381733894348,2.770935535430908,1.6891305446624756,0.6675973534584045
9,429,,,,,,,0.3316470682621002,,,,,,,
10,472,,,,,,,,0.3360605835914612,1.9986670017242432,0.3431713581085205,0.766112208366394,2.2885782718658447,1.1930660009384155,0.5998829007148743
10,472,,,,,,,0.33431437611579895,,,,,,,
11,515,,,,,,,,0.3338834345340729,2.001924991607666,0.37206074595451355,0.8314500451087952,2.3907930850982666,1.5195019245147705,0.6828421950340271
11,515,,,,,,,0.3088288903236389,,,,,,,
12,558,,,,,,,,0.3272188901901245,1.9862912893295288,0.39284953474998474,0.8187623023986816,2.131687879562378,1.1800713539123535,0.5568780303001404
12,558,,,,,,,0.3039560616016388,,,,,,,
13,601,,,,,,,,0.3260810375213623,1.9825690984725952,0.343345046043396,0.8084802031517029,1.9896005392074585,1.0342843532562256,0.564207136631012
13,601,,,,,,,0.3004404306411743,,,,,,,
14,644,,,,,,,,0.32199761271476746,1.9783071279525757,0.35430923104286194,0.8057399988174438,1.9186910390853882,1.0140199661254883,0.46387168765068054
14,644,,,,,,,0.30256345868110657,,,,,,,
15,687,,,,,,,,0.32372093200683594,1.9770123958587646,0.3452223241329193,0.7682567238807678,2.0427181720733643,1.0866003036499023,0.4617380201816559
15,687,,,,,,,0.2992820143699646,,,,,,,
16,730,,,,,,,,0.3223213255405426,1.972946047782898,0.3223741054534912,0.8392864465713501,2.0014004707336426,1.0471121072769165,0.5570740699768066
16,730,,,,,,,0.29656118154525757,,,,,,,
17,773,,,,,,,,0.3285139799118042,1.9969185590744019,0.3403814136981964,0.8086428642272949,1.9838639497756958,1.0676627159118652,0.5895373225212097
17,773,,,,,,,0.2961658537387848,,,,,,,
18,816,,,,,,,,0.3406159281730652,2.0402960777282715,0.4345751702785492,0.8514360189437866,1.877476453781128,0.8070433735847473,0.46132516860961914
18,816,,,,,,,0.30256688594818115,,,,,,,
19,859,,,,,,,,0.3266037702560425,1.9816228151321411,0.3276822566986084,0.799785852432251,2.111248016357422,1.1737486124038696,0.6177731156349182
19,859,,,,,,,0.31933850049972534,,,,,,,
20,902,,,,,,,,0.31385350227355957,1.957024335861206,0.2940467894077301,0.7353411316871643,1.7631181478500366,0.885128915309906,0.38598135113716125
20,902,,,,,,,0.2951242923736572,,,,,,,
21,945,,,,,,,,0.32740843296051025,1.9991685152053833,0.31753796339035034,0.8180290460586548,1.8885637521743774,0.8866417407989502,0.49727118015289307
21,945,,,,,,,0.29547274112701416,,,,,,,
22,988,,,,,,,,0.3195851743221283,1.9627442359924316,0.3200632929801941,0.7522122859954834,1.8886663913726807,1.04045569896698,0.4446218013763428
22,988,,,,,,,0.30530133843421936,,,,,,,
23,1031,,,,,,,,0.3207545578479767,1.970666766166687,0.3590010702610016,0.7817549109458923,1.8753621578216553,1.1121740341186523,0.41703593730926514
23,1031,,,,,,,0.2949081361293793,,,,,,,
24,1074,,,,,,,,0.31665998697280884,1.9628880023956299,0.32052117586135864,0.7577400803565979,1.8418705463409424,0.9666208624839783,0.4811859726905823
24,1074,,,,,,,0.2923542261123657,,,,,,,
25,1117,,,,,,,,0.33768442273139954,2.035510301589966,0.38027289509773254,0.8137467503547668,1.7518285512924194,0.793969452381134,0.47131243348121643
25,1117,,,,,,,0.29148828983306885,,,,,,,
26,1160,,,,,,,,0.32014399766921997,1.9760394096374512,0.32344454526901245,0.7729059457778931,1.857217788696289,0.9787882566452026,0.3796749711036682
26,1160,,,,,,,0.30324941873550415,,,,,,,
27,1203,,,,,,,,0.32288858294487,1.9788413047790527,0.32922622561454773,0.7830849885940552,1.8674389123916626,0.9501388669013977,0.4397227168083191
27,1203,,,,,,,0.2960323691368103,,,,,,,
28,1246,,,,,,,,0.31342682242393494,1.9517121315002441,0.26273220777511597,0.8017944693565369,1.7911627292633057,0.765934944152832,0.4746946692466736
28,1246,,,,,,,0.29511240124702454,,,,,,,
29,1289,,,,,,,,0.312692254781723,1.949912428855896,0.2677629888057709,0.7792009115219116,1.862133264541626,1.1374534368515015,0.43206337094306946
29,1289,,,,,,,0.29002222418785095,,,,,,,
30,1332,,,,,,,,0.31378963589668274,1.9596353769302368,0.3233400881290436,0.7709876894950867,1.7469254732131958,0.9461629390716553,0.4306308329105377
30,1332,,,,,,,0.2896602153778076,,,,,,,
31,1375,,,,,,,,0.31757214665412903,1.9750254154205322,0.33823105692863464,0.8607361316680908,1.6559807062149048,0.8341478705406189,0.4097961187362671
31,1375,,,,,,,0.2887117564678192,,,,,,,
32,1418,,,,,,,,0.3166700005531311,1.9676990509033203,0.3441171944141388,0.8070842623710632,1.758804202079773,0.939862072467804,0.4154908061027527
32,1418,,,,,,,0.2890454828739166,,,,,,,
33,1461,,,,,,,,0.3178885877132416,1.9586999416351318,0.2881530225276947,0.7614337205886841,1.907261610031128,0.8851537108421326,0.5293698906898499
33,1461,,,,,,,0.3013209104537964,,,,,,,
34,1504,,,,,,,,0.31591200828552246,1.9562300443649292,0.2836923599243164,0.7896039485931396,1.9855742454528809,1.140428900718689,0.590682864189148
34,1504,,,,,,,0.2907182276248932,,,,,,,
35,1547,,,,,,,,0.32916292548179626,2.000101327896118,0.3051638901233673,0.8542740941047668,2.044576644897461,1.1843018531799316,0.40908780694007874
35,1547,,,,,,,0.28925392031669617,,,,,,,
36,1590,,,,,,,,0.3225439190864563,1.9836156368255615,0.36338797211647034,0.8156048655509949,1.9222427606582642,1.1473057270050049,0.5011012554168701
36,1590,,,,,,,0.3135819137096405,,,,,,,
37,1633,,,,,,,,0.3200210928916931,1.9674862623214722,0.3285135328769684,0.8182992935180664,1.992660641670227,1.1536908149719238,0.5337677001953125
37,1633,,,,,,,0.28958389163017273,,,,,,,
38,1676,,,,,,,,0.3166286051273346,1.9525412321090698,0.28343087434768677,0.7362616062164307,1.9219577312469482,1.1696523427963257,0.4824766516685486
38,1676,,,,,,,0.2876536548137665,,,,,,,
39,1719,,,,,,,,0.30764493346214294,1.9450099468231201,0.2715979516506195,0.7696422934532166,1.5733256340026855,0.6853137016296387,0.3760834336280823
39,1719,,,,,,,0.2877711355686188,,,,,,,
40,1762,,,,,,,,0.3110400140285492,1.9537532329559326,0.2962556481361389,0.789297878742218,1.6268866062164307,0.8439455628395081,0.3524208664894104
40,1762,,,,,,,0.28632426261901855,,,,,,,
41,1805,,,,,,,,0.3098626136779785,1.949108362197876,0.29040399193763733,0.7717095017433167,1.5986746549606323,0.7831078171730042,0.35966479778289795
41,1805,,,,,,,0.2863837778568268,,,,,,,
42,1848,,,,,,,,0.30935680866241455,1.9460049867630005,0.27438706159591675,0.7637776136398315,1.6710057258605957,0.9364609718322754,0.3229151964187622
42,1848,,,,,,,0.2850090563297272,,,,,,,
43,1891,,,,,,,,0.31422683596611023,1.9611345529556274,0.32095304131507874,0.772263765335083,1.6753294467926025,0.892623245716095,0.4160759449005127
43,1891,,,,,,,0.2861405909061432,,,,,,,
44,1934,,,,,,,,0.3089170753955841,1.9492251873016357,0.27223843336105347,0.7902540564537048,1.5735182762145996,0.816368818283081,0.3479330241680145
44,1934,,,,,,,0.2848964333534241,,,,,,,
45,1977,,,,,,,,0.3133575916290283,1.9638431072235107,0.3377086818218231,0.7890724539756775,1.5433473587036133,0.7611042261123657,0.36659249663352966
45,1977,,,,,,,0.2843456566333771,,,,,,,
46,2020,,,,,,,,0.3078728914260864,1.9468613862991333,0.2667803466320038,0.8119099140167236,1.5586028099060059,0.7468594908714294,0.3331814706325531
46,2020,,,,,,,0.28494992852211,,,,,,,
47,2063,,,,,,,,0.3099140524864197,1.9505475759506226,0.2668516933917999,0.7584585547447205,1.610477328300476,0.8182106614112854,0.3865455090999603
47,2063,,,,,,,0.2850346267223358,,,,,,,
48,2106,,,,,,,,0.30907654762268066,1.9479868412017822,0.27935367822647095,0.7605311870574951,1.575201153755188,0.7641777992248535,0.3647914230823517
48,2106,,,,,,,0.2849922180175781,,,,,,,
49,2149,,,,,,,,0.307659775018692,1.9451713562011719,0.2556664049625397,0.7385277152061462,1.5623172521591187,0.7650874853134155,0.3225979506969452
49,2149,,,,,,,0.2835594713687897,,,,,,,
50,2192,,,,,,,,0.3112187385559082,1.9562106132507324,0.31649360060691833,0.7458035945892334,1.5534478425979614,0.7266560196876526,0.34135109186172485
50,2192,,,,,,,0.28525424003601074,,,,,,,
51,2235,,,,,,,,0.30939340591430664,1.9482330083847046,0.26749202609062195,0.7799448370933533,1.6403822898864746,0.9363236427307129,0.3915417790412903
51,2235,,,,,,,0.28449851274490356,,,,,,,
52,2278,,,,,,,,0.3116302788257599,1.959426760673523,0.31742796301841736,0.7995201945304871,1.5844082832336426,0.8255499601364136,0.36798009276390076
52,2278,,,,,,,0.2837405800819397,,,,,,,
53,2321,,,,,,,,0.31276199221611023,1.9567995071411133,0.3251376152038574,0.7696346640586853,1.7030271291732788,0.8557260632514954,0.3911590278148651
53,2321,,,,,,,0.28505975008010864,,,,,,,
54,2364,,,,,,,,0.3103334307670593,1.950488805770874,0.26336732506752014,0.762357771396637,1.619598388671875,0.8050896525382996,0.4165493845939636
54,2364,,,,,,,0.2850637137889862,,,,,,,
55,2407,,,,,,,,0.31258395314216614,1.9567269086837769,0.3134472668170929,0.7741687893867493,1.703814148902893,0.9822918772697449,0.360966295003891
55,2407,,,,,,,0.28397414088249207,,,,,,,
56,2450,,,,,,,,0.31024736166000366,1.9493201971054077,0.28355246782302856,0.7621636986732483,1.6026513576507568,0.8376954793930054,0.34009453654289246
56,2450,,,,,,,0.2836191654205322,,,,,,,
57,2493,,,,,,,,0.30975815653800964,1.950360894203186,0.2943342924118042,0.7821537256240845,1.5890229940414429,0.8571853637695312,0.32720550894737244
57,2493,,,,,,,0.2836945950984955,,,,,,,
58,2536,,,,,,,,0.31056874990463257,1.9551055431365967,0.29510611295700073,0.7700285911560059,1.6056171655654907,0.8772703409194946,0.343170702457428
58,2536,,,,,,,0.2830008566379547,,,,,,,
59,2579,,,,,,,,0.30964693427085876,1.9469093084335327,0.2594871520996094,0.7838340997695923,1.6035661697387695,0.717730700969696,0.4697651267051697
59,2579,,,,,,,0.2837393581867218,,,,,,,
60,2622,,,,,,,,0.3082488477230072,1.9429619312286377,0.24143198132514954,0.7780777215957642,1.5613863468170166,0.7310670018196106,0.416405588388443
60,2622,,,,,,,0.2829931378364563,,,,,,,
61,2665,,,,,,,,0.3105792701244354,1.9503920078277588,0.2801205515861511,0.7350994348526001,1.6408241987228394,0.927323579788208,0.33937719464302063
61,2665,,,,,,,0.28349483013153076,,,,,,,
62,2708,,,,,,,,0.3099837303161621,1.9515016078948975,0.26610276103019714,0.7838104367256165,1.6304153203964233,0.8254265785217285,0.4541764557361603
62,2708,,,,,,,0.2846009135246277,,,,,,,
63,2751,,,,,,,,0.3098234534263611,1.9550576210021973,0.30053141713142395,0.7977561950683594,1.503532886505127,0.7232148051261902,0.3379664719104767
63,2751,,,,,,,0.2822039723396301,,,,,,,
64,2794,,,,,,,,0.31033840775489807,1.952075719833374,0.2896156907081604,0.8044144511222839,1.5720500946044922,0.8159593939781189,0.3482469320297241
64,2794,,,,,,,0.2823318839073181,,,,,,,
65,2837,,,,,,,,0.3140520751476288,1.9639729261398315,0.29287153482437134,0.8107195496559143,1.6638082265853882,0.8878079056739807,0.3903999924659729
65,2837,,,,,,,0.2823706567287445,,,,,,,
66,2880,,,,,,,,0.31388193368911743,1.958914875984192,0.268361359834671,0.7802165746688843,1.6903483867645264,0.9305954575538635,0.4242640733718872
66,2880,,,,,,,0.29235270619392395,,,,,,,
67,2923,,,,,,,,0.31057319045066833,1.9533568620681763,0.30989500880241394,0.7372971773147583,1.511012315750122,0.7407084703445435,0.3479170501232147
67,2923,,,,,,,0.28401297330856323,,,,,,,
68,2966,,,,,,,,0.30691346526145935,1.9454902410507202,0.27167463302612305,0.7435057163238525,1.4949069023132324,0.7042347192764282,0.3278070092201233
68,2966,,,,,,,0.2821332812309265,,,,,,,
69,3009,,,,,,,,0.30954891443252563,1.9534592628479004,0.30392175912857056,0.7840976119041443,1.5263513326644897,0.7563254833221436,0.37427228689193726
69,3009,,,,,,,0.28092408180236816,,,,,,,
70,3052,,,,,,,,0.3059391379356384,1.9428348541259766,0.2505790591239929,0.7708102464675903,1.4615942239761353,0.609396755695343,0.35086554288864136
70,3052,,,,,,,0.28097429871559143,,,,,,,
71,3095,,,,,,,,0.30786991119384766,1.9505000114440918,0.28248491883277893,0.7952279448509216,1.47829008102417,0.7225527763366699,0.3309389352798462
71,3095,,,,,,,0.2799797058105469,,,,,,,
72,3138,,,,,,,,0.3109167218208313,1.9561188220977783,0.306474506855011,0.7848795652389526,1.520345687866211,0.7261634469032288,0.331990122795105
72,3138,,,,,,,0.2801622152328491,,,,,,,
73,3181,,,,,,,,0.3071029484272003,1.9470349550247192,0.28053396940231323,0.7822165489196777,1.4356908798217773,0.5631968975067139,0.3128722012042999
73,3181,,,,,,,0.2806454002857208,,,,,,,
74,3224,,,,,,,,0.30472055077552795,1.940464973449707,0.2488398253917694,0.7635531425476074,1.4081803560256958,0.5456005334854126,0.31763002276420593
74,3224,,,,,,,0.2804323136806488,,,,,,,
75,3267,,,,,,,,0.30710288882255554,1.9485944509506226,0.27209508419036865,0.7524920105934143,1.433943271636963,0.5879788994789124,0.28188231587409973
75,3267,,,,,,,0.27988895773887634,,,,,,,
76,3310,,,,,,,,0.30697962641716003,1.947702169418335,0.2831641137599945,0.7751041650772095,1.4317896366119385,0.624458909034729,0.31873852014541626
76,3310,,,,,,,0.2800711989402771,,,,,,,
77,3353,,,,,,,,0.3106584846973419,1.9587619304656982,0.32468923926353455,0.8054333329200745,1.533887267112732,0.821058452129364,0.30638960003852844
77,3353,,,,,,,0.27981171011924744,,,,,,,
78,3396,,,,,,,,0.3071275055408478,1.9456409215927124,0.2532346248626709,0.7633113265037537,1.51491117477417,0.7690951824188232,0.38900262117385864
78,3396,,,,,,,0.2795550525188446,,,,,,,
79,3439,,,,,,,,0.308326780796051,1.952345609664917,0.29649028182029724,0.7799355387687683,1.4298990964889526,0.6204774975776672,0.29874131083488464
79,3439,,,,,,,0.2793130576610565,,,,,,,
80,3482,,,,,,,,0.30915313959121704,1.9544581174850464,0.28295740485191345,0.7897326350212097,1.45583176612854,0.6144382357597351,0.3492395579814911
80,3482,,,,,,,0.27983877062797546,,,,,,,
81,3525,,,,,,,,0.3045366406440735,1.9401309490203857,0.2418515831232071,0.7385755777359009,1.4281690120697021,0.6406816244125366,0.30180713534355164
81,3525,,,,,,,0.2794307470321655,,,,,,,
82,3568,,,,,,,,0.3072654902935028,1.9478951692581177,0.27339714765548706,0.7680291533470154,1.4764344692230225,0.7468302249908447,0.31177085638046265
82,3568,,,,,,,0.2788536548614502,,,,,,,
83,3611,,,,,,,,0.3062746226787567,1.9451489448547363,0.25528770685195923,0.7811018824577332,1.4309237003326416,0.5551101565361023,0.28891536593437195
83,3611,,,,,,,0.277846097946167,,,,,,,
84,3654,,,,,,,,0.30631348490715027,1.9449912309646606,0.25594085454940796,0.770541250705719,1.4022828340530396,0.5592311024665833,0.2845577299594879
84,3654,,,,,,,0.27800095081329346,,,,,,,
85,3697,,,,,,,,0.30752822756767273,1.9467021226882935,0.27904394268989563,0.779668390750885,1.4801517724990845,0.7105881571769714,0.35537979006767273
85,3697,,,,,,,0.2777136564254761,,,,,,,
86,3740,,,,,,,,0.3045656979084015,1.9402239322662354,0.23202110826969147,0.7440487742424011,1.3814798593521118,0.5041886568069458,0.30063867568969727
86,3740,,,,,,,0.27761536836624146,,,,,,,
87,3783,,,,,,,,0.3072786033153534,1.9474812746047974,0.2734285891056061,0.7792918682098389,1.4390318393707275,0.6241990327835083,0.31694382429122925
87,3783,,,,,,,0.27811628580093384,,,,,,,
88,3826,,,,,,,,0.30562111735343933,1.9443531036376953,0.2535998225212097,0.7708560228347778,1.4218852519989014,0.6442390084266663,0.3036775290966034
88,3826,,,,,,,0.27784472703933716,,,,,,,
89,3869,,,,,,,,0.3081088066101074,1.9483509063720703,0.28483954071998596,0.7748197317123413,1.4752981662750244,0.7296878695487976,0.29909199476242065
89,3869,,,,,,,0.27710750699043274,,,,,,,
90,3912,,,,,,,,0.3060643970966339,1.9456692934036255,0.26426833868026733,0.7627857327461243,1.422199010848999,0.6173615455627441,0.33223432302474976
90,3912,,,,,,,0.27681398391723633,,,,,,,
91,3955,,,,,,,,0.3055896461009979,1.944535493850708,0.2568208873271942,0.7978340983390808,1.4295622110366821,0.6629562973976135,0.31209537386894226
91,3955,,,,,,,0.2765374779701233,,,,,,,
92,3998,,,,,,,,0.3058895170688629,1.944301724433899,0.25818970799446106,0.7788979411125183,1.4457281827926636,0.6555318832397461,0.34371623396873474
92,3998,,,,,,,0.27701500058174133,,,,,,,
93,4041,,,,,,,,0.30621376633644104,1.9451128244400024,0.2642527222633362,0.760960578918457,1.4823352098464966,0.7437378764152527,0.3032114803791046
93,4041,,,,,,,0.27641603350639343,,,,,,,
94,4084,,,,,,,,0.3081464171409607,1.950937271118164,0.28711017966270447,0.7848227620124817,1.4226187467575073,0.6080209016799927,0.29608455300331116
94,4084,,,,,,,0.2762499451637268,,,,,,,
95,4127,,,,,,,,0.30722928047180176,1.948551058769226,0.28212103247642517,0.760600745677948,1.4324653148651123,0.6517761945724487,0.310057133436203
95,4127,,,,,,,0.2760341465473175,,,,,,,
96,4170,,,,,,,,0.30545055866241455,1.9431564807891846,0.252593457698822,0.7414174675941467,1.445852279663086,0.6621333360671997,0.28477346897125244
96,4170,,,,,,,0.2754766643047333,,,,,,,
97,4213,,,,,,,,0.30724889039993286,1.9495071172714233,0.2812875211238861,0.792963445186615,1.4433584213256836,0.6829284429550171,0.3310476243495941
97,4213,,,,,,,0.27556112408638,,,,,,,
98,4256,,,,,,,,0.30641674995422363,1.9471180438995361,0.26493173837661743,0.7633942365646362,1.423013687133789,0.6407951712608337,0.318502813577652
98,4256,,,,,,,0.27517175674438477,,,,,,,
99,4299,,,,,,,,0.30804243683815,1.9518978595733643,0.2970532774925232,0.8073627948760986,1.4474345445632935,0.6972165107727051,0.30240103602409363
99,4299,,,,,,,0.2748338580131531,,,,,,,
100,4342,,,,,,,,0.305660218000412,1.9461216926574707,0.26042863726615906,0.7721638083457947,1.3569419384002686,0.5223501920700073,0.2729266583919525
100,4342,,,,,,,0.2748490273952484,,,,,,,
101,4385,,,,,,,,0.3062569797039032,1.9468013048171997,0.2714203894138336,0.7737367749214172,1.3850245475769043,0.5592268705368042,0.2689674198627472
101,4385,,,,,,,0.27441200613975525,,,,,,,
102,4428,,,,,,,,0.3053992986679077,1.944766640663147,0.26511070132255554,0.7525361776351929,1.3784470558166504,0.5494486689567566,0.3073083758354187
102,4428,,,,,,,0.2746267318725586,,,,,,,
103,4471,,,,,,,,0.3050711452960968,1.9444777965545654,0.25911223888397217,0.7572697401046753,1.3438618183135986,0.49150514602661133,0.3031535744667053
103,4471,,,,,,,0.27405235171318054,,,,,,,
104,4514,,,,,,,,0.3061533570289612,1.9469165802001953,0.26648542284965515,0.7705985903739929,1.4026055335998535,0.6213217973709106,0.2964513599872589
104,4514,,,,,,,0.27404651045799255,,,,,,,
105,4557,,,,,,,,0.3078741729259491,1.9528181552886963,0.2933007478713989,0.7904418706893921,1.419915795326233,0.6571542620658875,0.2914882302284241
105,4557,,,,,,,0.2731364667415619,,,,,,,
106,4600,,,,,,,,0.3058645725250244,1.9470813274383545,0.28253522515296936,0.777863085269928,1.3443366289138794,0.4975360333919525,0.2725691795349121
106,4600,,,,,,,0.2737232446670532,,,,,,,
107,4643,,,,,,,,0.30497100949287415,1.9421839714050293,0.2486531138420105,0.7715384364128113,1.395896077156067,0.5785316824913025,0.3194498121738434
107,4643,,,,,,,0.27346423268318176,,,,,,,
108,4686,,,,,,,,0.3062191307544708,1.9467568397521973,0.2672300934791565,0.7460692524909973,1.4137065410614014,0.6257151961326599,0.3179091215133667
108,4686,,,,,,,0.2732418477535248,,,,,,,
109,4729,,,,,,,,0.30586427450180054,1.946395993232727,0.2577023208141327,0.7562060356140137,1.3776236772537231,0.5299423933029175,0.295768141746521
109,4729,,,,,,,0.27351313829421997,,,,,,,
110,4772,,,,,,,,0.30598101019859314,1.947169303894043,0.26692333817481995,0.7762972712516785,1.3628296852111816,0.5250445604324341,0.27150803804397583
110,4772,,,,,,,0.27328819036483765,,,,,,,
111,4815,,,,,,,,0.3070783317089081,1.9509084224700928,0.27568700909614563,0.7875481247901917,1.410429835319519,0.6521720886230469,0.29005327820777893
111,4815,,,,,,,0.2724010944366455,,,,,,,
112,4858,,,,,,,,0.30736809968948364,1.951759696006775,0.2881319224834442,0.7756670713424683,1.3874478340148926,0.5935407876968384,0.2836199998855591
112,4858,,,,,,,0.27281901240348816,,,,,,,
113,4901,,,,,,,,0.3057924807071686,1.9468493461608887,0.2655680775642395,0.7559850215911865,1.366677165031433,0.5415899157524109,0.2911688983440399
113,4901,,,,,,,0.27249252796173096,,,,,,,
114,4944,,,,,,,,0.3059851825237274,1.946815013885498,0.26054978370666504,0.7585436701774597,1.3650168180465698,0.5434426665306091,0.2832449674606323
114,4944,,,,,,,0.27184465527534485,,,,,,,
115,4987,,,,,,,,0.30572032928466797,1.947020411491394,0.26251325011253357,0.7628588676452637,1.342241883277893,0.49490153789520264,0.2867441177368164
115,4987,,,,,,,0.271746426820755,,,,,,,
116,5030,,,,,,,,0.305921345949173,1.9470382928848267,0.2639313042163849,0.7625576257705688,1.359371304512024,0.5280528664588928,0.2914544939994812
116,5030,,,,,,,0.2716794013977051,,,,,,,
117,5073,,,,,,,,0.3056148588657379,1.9466668367385864,0.26309046149253845,0.7605909109115601,1.3760136365890503,0.5872247815132141,0.28470757603645325
117,5073,,,,,,,0.27147895097732544,,,,,,,
118,5116,,,,,,,,0.3065400719642639,1.9493921995162964,0.27232083678245544,0.7638088464736938,1.3552072048187256,0.5214475989341736,0.28044331073760986
118,5116,,,,,,,0.2719786763191223,,,,,,,
119,5159,,,,,,,,0.30601710081100464,1.9475516080856323,0.2649346888065338,0.7646167874336243,1.36725914478302,0.5568239092826843,0.28511473536491394
119,5159,,,,,,,0.2718065679073334,,,,,,,
120,5202,,,,,,,,0.30626851320266724,1.9481291770935059,0.26733216643333435,0.7730572819709778,1.390577793121338,0.6024442315101624,0.28396081924438477
120,5202,,,,,,,0.27145785093307495,,,,,,,
121,5245,,,,,,,,0.3061329424381256,1.9484398365020752,0.267452210187912,0.7723391652107239,1.3598912954330444,0.5408738255500793,0.2854059934616089
121,5245,,,,,,,0.27117833495140076,,,,,,,
122,5288,,,,,,,,0.3064713180065155,1.949412226676941,0.27306392788887024,0.7743215560913086,1.3659913539886475,0.5560093522071838,0.285551518201828
122,5288,,,,,,,0.2715216875076294,,,,,,,
123,5331,,,,,,,,0.30616727471351624,1.948943853378296,0.2715749740600586,0.7704192996025085,1.3578017950057983,0.5522396564483643,0.27364110946655273
123,5331,,,,,,,0.2712545096874237,,,,,,,
124,5374,,,,,,,,0.3064705729484558,1.9490962028503418,0.27096858620643616,0.7752560973167419,1.3776185512542725,0.5759429335594177,0.28942838311195374
124,5374,,,,,,,0.27094337344169617,,,,,,,
125,5375,4.233460426330566,3.7663803100585938,1.3803890943527222,290.6341247558594,290.59326171875,3.496145486831665,,,,,,,,
